date,state,district,age_group_0_to_5,age_group_5_to_17,age_group_18_plus,total_enrolments,pct_age_0_to_5,pct_age_5_to_17,pct_age_18_plus
2025-09-01,Madhya Pradesh,Mandsaur,2,0,0,2,1.0,0.0,0.0
2025-09-01,Madhya Pradesh,Mandsaur,1,0,0,1,1.0,0.0,0.0
2025-09-01,Madhya Pradesh,Morena,8,4,0,12,0.6666666666666666,0.3333333333333333,0.0
2025-09-01,Madhya Pradesh,Morena,13,8,0,21,0.6190476190476191,0.38095238095238093,0.0
2025-09-01,Madhya Pradesh,Narmadapuram,0,1,1,2,0.0,0.5,0.5
2025-09-01,Madhya Pradesh,Narsimhapur,1,1,0,2,0.5,0.5,0.0
2025-09-01,Madhya Pradesh,Narsimhapur,1,1,0,2,0.5,0.5,0.0
2025-09-01,Madhya Pradesh,Narsimhapur,2,0,0,2,1.0,0.0,0.0
2025-09-01,Madhya Pradesh,Narsinghpur,1,0,0,1,1.0,0.0,0.0
2025-09-01,Madhya Pradesh,Narsinghpur,9,2,0,11,0.8181818181818182,0.18181818181818182,0.0
2025-09-01,Madhya Pradesh,Narsinghpur,3,2,0,5,0.6,0.4,0.0
2025-09-01,Madhya Pradesh,Narsinghpur,2,2,0,4,0.5,0.5,0.0
2025-09-01,Madhya Pradesh,Neemuch,8,4,1,13,0.6153846153846154,0.3076923076923077,0.07692307692307693
2025-09-01,Madhya Pradesh,Neemuch,1,1,0,2,0.5,0.5,0.0
2025-09-01,Madhya Pradesh,Neemuch,14,6,0,20,0.7,0.3,0.0
2025-09-01,Madhya Pradesh,Neemuch,1,0,0,1,1.0,0.0,0.0
2025-09-01,Madhya Pradesh,Niwari,1,0,0,1,1.0,0.0,0.0
2025-09-01,Madhya Pradesh,Niwari,1,0,0,1,1.0,0.0,0.0
2025-09-01,Madhya Pradesh,Raisen,8,1,0,9,0.8888888888888888,0.1111111111111111,0.0
2025-09-01,Madhya Pradesh,Raisen,5,7,0,12,0.4166666666666667,0.5833333333333334,0.0
2025-09-01,Madhya Pradesh,Raisen,7,0,0,7,1.0,0.0,0.0
2025-09-01,Madhya Pradesh,Rajgarh,5,0,0,5,1.0,0.0,0.0
2025-09-01,Madhya Pradesh,Ratlam,11,3,1,15,0.7333333333333333,0.2,0.06666666666666667
2025-09-01,Madhya Pradesh,Ratlam,7,3,0,10,0.7,0.3,0.0
2025-09-01,Madhya Pradesh,Ratlam,2,2,0,4,0.5,0.5,0.0
2025-09-01,Madhya Pradesh,Rewa,5,0,0,5,1.0,0.0,0.0
2025-09-01,Madhya Pradesh,Rewa,2,1,0,3,0.6666666666666666,0.3333333333333333,0.0
2025-09-01,Madhya Pradesh,Rewa,3,0,0,3,1.0,0.0,0.0
2025-09-01,Madhya Pradesh,Rewa,6,2,0,8,0.75,0.25,0.0
2025-09-01,Madhya Pradesh,Rewa,1,0,0,1,1.0,0.0,0.0
2025-09-01,Madhya Pradesh,Sagar,10,1,0,11,0.9090909090909091,0.09090909090909091,0.0
2025-09-01,Madhya Pradesh,Sagar,1,0,0,1,1.0,0.0,0.0
2025-09-01,Madhya Pradesh,Sagar,4,1,0,5,0.8,0.2,0.0
2025-09-01,Madhya Pradesh,Sagar,4,3,0,7,0.5714285714285714,0.42857142857142855,0.0
2025-09-01,Madhya Pradesh,Sagar,25,4,0,29,0.8620689655172413,0.13793103448275862,0.0
2025-09-01,Madhya Pradesh,Sagar,3,1,0,4,0.75,0.25,0.0
2025-09-01,Madhya Pradesh,Sagar,7,2,0,9,0.7777777777777778,0.2222222222222222,0.0
2025-09-01,Madhya Pradesh,Satna,4,1,0,5,0.8,0.2,0.0
2025-09-01,Madhya Pradesh,Satna,4,1,0,5,0.8,0.2,0.0
2025-09-01,Madhya Pradesh,Satna,2,0,0,2,1.0,0.0,0.0
2025-09-01,Madhya Pradesh,Sehore,2,0,0,2,1.0,0.0,0.0
2025-09-01,Madhya Pradesh,Seoni,10,0,0,10,1.0,0.0,0.0
2025-09-01,Madhya Pradesh,Seoni,15,3,0,18,0.8333333333333334,0.16666666666666666,0.0
2025-09-01,Madhya Pradesh,Shahdol,1,0,0,1,1.0,0.0,0.0
2025-09-01,Madhya Pradesh,Shahdol,7,3,0,10,0.7,0.3,0.0
2025-09-01,Madhya Pradesh,Shahdol,10,2,0,12,0.8333333333333334,0.16666666666666666,0.0
2025-09-01,Madhya Pradesh,Shahdol,2,0,0,2,1.0,0.0,0.0
2025-09-01,Madhya Pradesh,Shajapur,1,1,0,2,0.5,0.5,0.0
2025-09-01,Madhya Pradesh,Shajapur,12,6,1,19,0.631578947368421,0.3157894736842105,0.05263157894736842
2025-09-01,Madhya Pradesh,Shajapur,1,0,0,1,1.0,0.0,0.0
2025-09-01,Madhya Pradesh,Sheopur,0,6,0,6,0.0,1.0,0.0
2025-09-01,Madhya Pradesh,Shivpuri,9,7,1,17,0.5294117647058824,0.4117647058823529,0.058823529411764705
2025-09-01,Madhya Pradesh,Shivpuri,10,2,0,12,0.8333333333333334,0.16666666666666666,0.0
2025-09-01,Madhya Pradesh,Shivpuri,8,3,0,11,0.7272727272727273,0.2727272727272727,0.0
2025-09-01,Madhya Pradesh,Shivpuri,4,4,0,8,0.5,0.5,0.0
2025-09-01,Madhya Pradesh,Sidhi,25,5,0,30,0.8333333333333334,0.16666666666666666,0.0
2025-09-01,Madhya Pradesh,Sidhi,7,1,0,8,0.875,0.125,0.0
2025-09-01,Madhya Pradesh,Singrauli,15,5,0,20,0.75,0.25,0.0
2025-09-01,Madhya Pradesh,Tikamgarh,5,0,0,5,1.0,0.0,0.0
2025-09-01,Madhya Pradesh,Ujjain,29,3,0,32,0.90625,0.09375,0.0
2025-09-01,Madhya Pradesh,Ujjain,5,1,0,6,0.8333333333333334,0.16666666666666666,0.0
2025-09-01,Madhya Pradesh,Ujjain,3,0,0,3,1.0,0.0,0.0
2025-09-01,Madhya Pradesh,Ujjain,13,1,0,14,0.9285714285714286,0.07142857142857142,0.0
2025-09-01,Madhya Pradesh,Vidisha,28,9,0,37,0.7567567567567568,0.24324324324324326,0.0
2025-09-01,Madhya Pradesh,Vidisha,5,4,0,9,0.5555555555555556,0.4444444444444444,0.0
2025-09-01,Madhya Pradesh,West Nimar,0,1,0,1,0.0,1.0,0.0
2025-09-01,Madhya Pradesh,West Nimar,0,2,0,2,0.0,1.0,0.0
2025-04-01,Madhya Pradesh,Ashok Nagar,125,29,22,176,0.7102272727272727,0.16477272727272727,0.125
2025-04-01,Madhya Pradesh,Ashok Nagar,141,57,15,213,0.6619718309859155,0.2676056338028169,0.07042253521126761
2025-04-01,Madhya Pradesh,Bhind,142,60,32,234,0.6068376068376068,0.2564102564102564,0.13675213675213677
2025-04-01,Madhya Pradesh,Bhind,391,92,27,510,0.7666666666666667,0.1803921568627451,0.052941176470588235
2025-04-01,Madhya Pradesh,Betul,193,20,10,223,0.8654708520179372,0.08968609865470852,0.04484304932735426
2025-05-01,Madhya Pradesh,Barwani,431,204,20,655,0.6580152671755726,0.3114503816793893,0.030534351145038167
2025-05-01,Madhya Pradesh,Dewas,518,87,17,622,0.8327974276527331,0.13987138263665594,0.027331189710610933
2025-05-01,Madhya Pradesh,Bhind,157,81,16,254,0.6181102362204725,0.3188976377952756,0.06299212598425197
2025-05-01,Madhya Pradesh,Barwani,655,350,13,1018,0.6434184675834971,0.343811394891945,0.012770137524557957
2025-05-01,Madhya Pradesh,Chhatarpur,185,155,12,352,0.5255681818181818,0.4403409090909091,0.03409090909090909
2025-05-01,Madhya Pradesh,Bhind,64,25,12,101,0.6336633663366337,0.24752475247524752,0.1188118811881188
2025-06-01,Madhya Pradesh,Alirajpur,68,111,13,192,0.3541666666666667,0.578125,0.06770833333333333
2025-06-01,Madhya Pradesh,Burhanpur,343,186,10,539,0.6363636363636364,0.3450834879406308,0.01855287569573284
2025-06-01,Madhya Pradesh,Burhanpur,143,61,21,225,0.6355555555555555,0.27111111111111114,0.09333333333333334
2025-06-01,Madhya Pradesh,Bhind,257,110,13,380,0.6763157894736842,0.2894736842105263,0.034210526315789476
2025-06-01,Madhya Pradesh,Khargone,242,258,26,526,0.4600760456273764,0.49049429657794674,0.049429657794676805
2025-07-01,Madhya Pradesh,Panna,301,173,13,487,0.6180698151950719,0.35523613963039014,0.026694045174537988
2025-07-01,Madhya Pradesh,Khargone,235,234,18,487,0.48254620123203285,0.4804928131416838,0.03696098562628337
2025-07-01,Madhya Pradesh,Alirajpur,215,450,37,702,0.30626780626780625,0.6410256410256411,0.05270655270655271
2025-07-01,Madhya Pradesh,Khargone,509,579,61,1149,0.44299390774586594,0.5039164490861618,0.05308964316797215
2025-07-01,Madhya Pradesh,Shivpuri,617,705,42,1364,0.45234604105571846,0.5168621700879765,0.030791788856304986
2025-07-01,Madhya Pradesh,Sagar,415,59,12,486,0.8539094650205762,0.12139917695473251,0.024691358024691357
2025-07-01,Madhya Pradesh,Jhabua,520,1091,65,1676,0.31026252983293556,0.6509546539379475,0.038782816229116945
2025-07-01,Madhya Pradesh,Barwani,1400,1376,79,2855,0.4903677758318739,0.4819614711033275,0.0276707530647986
2025-07-01,Madhya Pradesh,Sagar,167,52,10,229,0.7292576419213974,0.22707423580786026,0.043668122270742356
2025-07-01,Madhya Pradesh,Dhar,518,380,24,922,0.561822125813449,0.4121475054229935,0.026030368763557483
2025-07-01,Madhya Pradesh,Morena,631,492,18,1141,0.5530236634531113,0.43120070113935144,0.015775635407537247
2025-07-01,Madhya Pradesh,Morena,529,533,25,1087,0.48666053357865685,0.49034038638454464,0.022999080036798528
2025-07-01,Madhya Pradesh,Bhind,174,231,31,436,0.39908256880733944,0.5298165137614679,0.07110091743119266
2025-07-01,Madhya Pradesh,Indore,994,432,41,1467,0.6775732788002726,0.294478527607362,0.02794819359236537
2025-07-01,Madhya Pradesh,Bhind,499,262,23,784,0.6364795918367347,0.33418367346938777,0.029336734693877552
2025-03-27,Madhya Pradesh,Bhind,17,15,11,43,0.3953488372093023,0.3488372093023256,0.2558139534883721
2025-03-20,Madhya Pradesh,Gwalior,73,25,18,116,0.6293103448275862,0.21551724137931033,0.15517241379310345
2025-04-01,Madhya Pradesh,Guna,110,32,11,153,0.7189542483660131,0.20915032679738563,0.0718954248366013
2025-04-01,Madhya Pradesh,Khargone,166,37,12,215,0.772093023255814,0.17209302325581396,0.05581395348837209
2025-04-01,Madhya Pradesh,Guna,523,88,20,631,0.8288431061806656,0.13946117274167988,0.03169572107765452
2025-09-03,Madhya Pradesh,Agar Malwa,6,0,0,6,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Alirajpur,4,2,0,6,0.6666666666666666,0.3333333333333333,0.0
2025-09-03,Madhya Pradesh,Anuppur,1,0,0,1,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Anuppur,3,0,0,3,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Anuppur,1,0,0,1,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Anuppur,2,0,0,2,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Ashok Nagar,7,1,1,9,0.7777777777777778,0.1111111111111111,0.1111111111111111
2025-09-03,Madhya Pradesh,Ashok Nagar,5,0,1,6,0.8333333333333334,0.0,0.16666666666666666
2025-09-03,Madhya Pradesh,Balaghat,7,0,0,7,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Balaghat,6,0,0,6,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Balaghat,3,0,0,3,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Balaghat,7,1,0,8,0.875,0.125,0.0
2025-09-03,Madhya Pradesh,Balaghat,4,0,0,4,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Balaghat,4,0,0,4,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Balaghat,3,0,0,3,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Barwani,4,1,0,5,0.8,0.2,0.0
2025-09-03,Madhya Pradesh,Betul,2,1,0,3,0.6666666666666666,0.3333333333333333,0.0
2025-09-03,Madhya Pradesh,Betul,3,1,0,4,0.75,0.25,0.0
2025-09-03,Madhya Pradesh,Bhind,10,0,1,11,0.9090909090909091,0.0,0.09090909090909091
2025-09-03,Madhya Pradesh,Bhind,0,1,0,1,0.0,1.0,0.0
2025-09-03,Madhya Pradesh,Bhind,1,1,0,2,0.5,0.5,0.0
2025-09-03,Madhya Pradesh,Bhopal,22,2,0,24,0.9166666666666666,0.08333333333333333,0.0
2025-09-03,Madhya Pradesh,Bhopal,13,1,0,14,0.9285714285714286,0.07142857142857142,0.0
2025-09-03,Madhya Pradesh,Bhopal,3,2,0,5,0.6,0.4,0.0
2025-09-03,Madhya Pradesh,Bhopal,5,0,0,5,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Bhopal,3,0,0,3,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Bhopal,2,2,0,4,0.5,0.5,0.0
2025-09-03,Madhya Pradesh,Bhopal,2,1,0,3,0.6666666666666666,0.3333333333333333,0.0
2025-09-03,Madhya Pradesh,Burhanpur,1,1,0,2,0.5,0.5,0.0
2025-09-03,Madhya Pradesh,Burhanpur,6,7,0,13,0.46153846153846156,0.5384615384615384,0.0
2025-09-03,Madhya Pradesh,Burhanpur,2,1,0,3,0.6666666666666666,0.3333333333333333,0.0
2025-09-03,Madhya Pradesh,Chhatarpur,6,1,0,7,0.8571428571428571,0.14285714285714285,0.0
2025-09-03,Madhya Pradesh,Chhatarpur,3,2,0,5,0.6,0.4,0.0
2025-09-03,Madhya Pradesh,Chhindwara,16,1,0,17,0.9411764705882353,0.058823529411764705,0.0
2025-09-03,Madhya Pradesh,Chhindwara,2,0,0,2,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Chhindwara,5,0,0,5,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Chhindwara,1,0,0,1,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Damoh,4,0,0,4,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Damoh,8,4,0,12,0.6666666666666666,0.3333333333333333,0.0
2025-09-03,Madhya Pradesh,Damoh,16,6,0,22,0.7272727272727273,0.2727272727272727,0.0
2025-09-03,Madhya Pradesh,Damoh,31,4,0,35,0.8857142857142857,0.11428571428571428,0.0
2025-09-03,Madhya Pradesh,Damoh,4,1,0,5,0.8,0.2,0.0
2025-09-03,Madhya Pradesh,Datia,29,8,0,37,0.7837837837837838,0.21621621621621623,0.0
2025-09-03,Madhya Pradesh,Dewas,24,3,0,27,0.8888888888888888,0.1111111111111111,0.0
2025-09-03,Madhya Pradesh,Dewas,1,1,0,2,0.5,0.5,0.0
2025-09-03,Madhya Pradesh,Dewas,1,1,0,2,0.5,0.5,0.0
2025-09-03,Madhya Pradesh,Dhar,1,2,0,3,0.3333333333333333,0.6666666666666666,0.0
2025-09-03,Madhya Pradesh,Dhar,15,4,1,20,0.75,0.2,0.05
2025-09-03,Madhya Pradesh,East Nimar,3,1,0,4,0.75,0.25,0.0
2025-09-03,Madhya Pradesh,East Nimar,1,1,0,2,0.5,0.5,0.0
2025-09-03,Madhya Pradesh,Guna,37,19,0,56,0.6607142857142857,0.3392857142857143,0.0
2025-09-03,Madhya Pradesh,Guna,1,0,0,1,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Guna,1,0,0,1,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Guna,2,0,0,2,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Guna,4,0,0,4,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Gwalior,10,6,0,16,0.625,0.375,0.0
2025-09-03,Madhya Pradesh,Gwalior,3,1,0,4,0.75,0.25,0.0
2025-09-03,Madhya Pradesh,Gwalior,8,2,0,10,0.8,0.2,0.0
2025-09-03,Madhya Pradesh,Gwalior,1,0,0,1,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Gwalior,7,3,0,10,0.7,0.3,0.0
2025-09-03,Madhya Pradesh,Hoshangabad,4,0,0,4,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Hoshangabad,6,0,0,6,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Hoshangabad,8,0,0,8,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Indore,1,1,0,2,0.5,0.5,0.0
2025-09-03,Madhya Pradesh,Indore,4,1,0,5,0.8,0.2,0.0
2025-09-03,Madhya Pradesh,Indore,2,0,0,2,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Jabalpur,6,1,0,7,0.8571428571428571,0.14285714285714285,0.0
2025-09-03,Madhya Pradesh,Jabalpur,2,0,0,2,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Jabalpur,4,1,0,5,0.8,0.2,0.0
2025-09-03,Madhya Pradesh,Jhabua,2,0,0,2,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Jhabua,6,10,0,16,0.375,0.625,0.0
2025-09-03,Madhya Pradesh,Katni,4,1,0,5,0.8,0.2,0.0
2025-09-03,Madhya Pradesh,Khandwa,2,0,0,2,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Khandwa,1,0,0,1,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Khargone,18,1,0,19,0.9473684210526315,0.05263157894736842,0.0
2025-09-03,Madhya Pradesh,Mandla,10,0,0,10,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Mandla,2,0,0,2,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Mandla,4,0,0,4,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Mandla,2,0,0,2,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Mandsaur,6,3,1,10,0.6,0.3,0.1
2025-09-03,Madhya Pradesh,Mandsaur,1,0,0,1,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Mandsaur,4,0,0,4,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Mandsaur,1,0,0,1,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Mandsaur,0,1,0,1,0.0,1.0,0.0
2025-09-03,Madhya Pradesh,Mandsaur,1,0,0,1,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Mandsaur,2,0,0,2,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Narmadapuram,3,0,0,3,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Narmadapuram,1,0,0,1,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Narmadapuram,1,0,0,1,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Narsinghpur,2,1,0,3,0.6666666666666666,0.3333333333333333,0.0
2025-09-03,Madhya Pradesh,Narsinghpur,2,1,0,3,0.6666666666666666,0.3333333333333333,0.0
2025-09-03,Madhya Pradesh,Narsinghpur,8,2,0,10,0.8,0.2,0.0
2025-09-03,Madhya Pradesh,Narsinghpur,3,0,0,3,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Narsinghpur,3,0,0,3,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Narsinghpur,3,0,0,3,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Neemuch,2,0,0,2,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Neemuch,1,0,0,1,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Panna,11,0,0,11,1.0,0.0,0.0
2025-09-03,Madhya Pradesh,Panna,5,4,0,9,0.5555555555555556,0.4444444444444444,0.0
2025-09-03,Madhya Pradesh,Panna,11,1,1,13,0.8461538461538461,0.07692307692307693,0.07692307692307693
2025-09-03,Madhya Pradesh,Panna,5,1,0,6,0.8333333333333334,0.16666666666666666,0.0
2025-09-03,Madhya Pradesh,Raisen,1,1,0,2,0.5,0.5,0.0
2025-09-03,Madhya Pradesh,Rajgarh,2,5,0,7,0.2857142857142857,0.7142857142857143,0.0
2025-09-03,Madhya Pradesh,Rajgarh,1,2,0,3,0.3333333333333333,0.6666666666666666,0.0
